index	question	sentence	label
3253	房间内家具这些房东都搬走了吗	关门卖	0
3254	有个税吗，这套房子签不了字啰	可以委托	0
3255	有个税吗，这套房子签不了字啰	啊	0
3256	有个税吗，这套房子签不了字啰	我在开车，没能及时回复	0
3257	这套房源价格还有优惠空间吗？	您好	0
3258	这套房源价格还有优惠空间吗？	这个房子现在卖房意向不确定	0
3259	这套房源价格还有优惠空间吗？	所以不大建议考虑这个房子	0
3260	这里初中怎么上的	小学  昌北二小  初中高中 南昌十中	1
3261	这里初中怎么上的	读昌北二小 直升十中	1
3262	这里初中怎么上的	好的  晚安姐	0
3263	哦，啥时候满	稍等一下	0
3264	哦，啥时候满	这个房子不是顶楼	0
3265	哦，啥时候满	你点进去我给你介绍一下	0
3266	哦，啥时候满	这个房子97.33平米，现在报价65万，业主刚开始卖，快满二年了	0
3267	哦，啥时候满	方便的话可以把您手机号给我吗？有什么新房子我第一时间联系您，发给您。	0
3268	两个今天都能看吗？	我得约一下	1
3269	两个今天都能看吗？	我约好后复您	0
3270	两个今天都能看吗？	好	0
3271	什么时候可以看	120万随时都可以，128万要约下。包租出去的。你今天有时间吗？我约下呢	1
3272	什么时候可以看	哦哦，好的。我先约下等下给您回话	0
3273	什么时候可以看	OK	0
3274	你五一方便带我看房吗	可以的，业主方便看房	1
3275	你五一方便带我看房吗	我可以先带您线上看户型的哦	0
3276	你五一方便带我看房吗	好的	0
3277	您好，我正在看丽湖花园的房子	请问您看的是哪个房子呢	0
3278	您好，我正在看丽湖花园的房子	是的	0
3279	您好，我正在看丽湖花园的房子	您要来看一下房子吗	0
3280	您好，我正在看丽湖花园的房子	嗯嗯，方便留一下联系方式吗，我加一下您的微信	0
3281	您好，我正在看丽湖花园的房子	我们微信联系，方便一点?	0
3282	毛坯？	换房，也经常跟我们看房	0
3283	毛坯？	根据往年招生简章，此房海淀实验小学北洼路校区。海淀二流二类学校，对口中学有理工附中，海淀实验中学，十九中，北外附中	0
3284	毛坯？	小学一般，中学还可以	0
3285	毛坯？	也可以，得转学过来	0
3286	毛坯？	在五年级的时候就得转	0
3287	什么时候能够看房呢？	随时	1
3288	什么时候能够看房呢？	你手机号码有吗	0
3289	什么时候能够看房呢？	好的	0
3290	有位置好的吗	您是想找个离高架和加油站都远的对吧	0
3291	有位置好的吗	推荐您考虑10幢16幢	0
3292	有位置好的吗	复式只有这两幢不靠近高架和加油站	0
3293	我对这套房挺感兴趣	那您啥时候有空可以出来看看	1
3294	我对这套房挺感兴趣	可以看但是要提前预约	0
3295	我对这套房挺感兴趣	好的	0
3296	我对这套房挺感兴趣	我先问问业主	0
3297	我对这套房挺感兴趣	您等下	0
3298	你觉得大概多少可以成交	我觉的价格在3.2-3.3差不多	0
3299	你觉得大概多少可以成交	这个房子是51幢的	0
3300	你觉得大概多少可以成交	位置好	0
3301	您好，请问这个房子周边有哪些学校？	这套房子还在的，贝壳所有房源均为真实在售、真实价格房源，想看看吗？我可以帮您约业主时间。	0
3302	您好，请问这个房子周边有哪些学校？	对口武汉小学和武珞路中学	1
3303	您好，请问这个房子周边有哪些学校？	房子满了两年	0
3304	您好，请问这个房子周边有哪些学校？	您最近方便吗，有时间可以带您看看房子	0
3305	您好，请问这个房子周边有哪些学校？	这套房子单价比较低，房子的户型蛮好好的	0
3306	大概什么位置？可否发个小区地图我看看	我给您发一下	1
3307	大概什么位置？可否发个小区地图我看看	小区就在17号朱家角站旁边	1
3308	大概什么位置？可否发个小区地图我看看	位置，我也不是很好表达	1
3309	毛坯吗	有VR设计	0
3310	毛坯吗	这个是首开国际的	0
3311	毛坯吗	这个客厅没遮挡	0
3312	毛坯吗	不靠马路的	0
3313	毛坯吗	就要小金星对面的吗？	0
3314	这套房源价格还有优惠空间么？	这个现在就是这个价格，具体价格需要跟面聊	1
3315	这套房源价格还有优惠空间么？	您需要实地看房吗？我跟业主很熟可以安排	0
3316	这套房源价格还有优惠空间么？	您好，您之前咨询的华侨新村小区有新上房源，不知道您是否感兴趣？	0
3317	能看房吗	有尾贷的	0
3318	能看房吗	您想什么时候考	1
3319	能看房吗	看	1
3320	可以贷款的吗	总价呢	0
3321	可以贷款的吗	总价考虑多少呢	0
3322	可以贷款的吗	考虑几房的	0
3323	可以贷款的吗	要不，你留着联系方式给我，我推荐几套给你看看	0
3324	可以贷款的吗	然后我们边看边筛选	0
3325	价格还有的谈吗	是的，520万一楼	0
3326	价格还有的谈吗	价格空间不大了，现在都是真房实价的，具体的空间，要看您的付款方式，请问您怎么付款，我可以帮您跟房东再沟通一下	1
3327	价格还有的谈吗	您也可以告诉我您的心里价格多少，我可以提前跟房东谈一下	1
3328	几区的	你考虑几楼的	0
3329	几区的	这是一区的	1
3330	几区的	没有三区的	0
3331	几区的	您只考虑三区	0
3332	几区的	楼层有要求么	0
3333	什么时候能够看房呢？	今天都可以	1
3334	什么时候能够看房呢？	随时都方便，钥匙就在我们店	1
3335	什么时候能够看房呢？	您看您大概什么时候有时间，我带您实地看看	0
3336	480那套能看房吗？	我问问	1
3337	480那套能看房吗？	业主今天不正这边，5.1过来，到时候可以看房。	1
3338	480那套能看房吗？	最近有时间过来看看房子吗？	0
3339	过两天去看房	好的	1
3340	过两天去看房	在的	0
3341	过两天去看房	有空	0
3342	01户 还是02户	您什么时间方便，需要给您预约下看房时间吗？	0
3343	01户 还是02户	是的	0
3344	01户 还是02户	2单元室西单元	0
3345	01户 还是02户	是的呢	0
3346	01户 还是02户	您对房源分布是有特殊要求吗？	0
3347	您好，请问这个房子周边有哪些学校？	这套房子属于湘江道小学的学区房	1
3348	您好，请问这个房子周边有哪些学校？	您是在考虑河西一片的学区房嘛	0
3349	您好，请问这个房子周边有哪些学校？	您对河西学片的划分了解嘛	0
3350	您好，请问这个房子周边有哪些学校？	考虑闽侯路还是湘江道呢	0
3351	价格空间大吗	已经从160下调155	1
3352	价格空间大吗	现在空间不大	1
3353	价格空间大吗	今天下调5万了	0
3354	能带看吗	可以，您稍等	1
3355	能带看吗	您好	0
3356	能带看吗	请问有什么要求帮您的	0
3357	能去	还没回信	0
3358	能去	姐，明天白天租客时间不太方便	0
3359	能去	周末您这边有时间吗	0
3360	能看吗	可以的	1
3361	能看吗	好的	0
3362	能看吗	您留个电话吧	0
3363	这个房子可以看吗	可以看的	1
3364	这个房子可以看吗	产权过二了	0
3365	这个房子可以看吗	您方便留个电话嘛	0
3366	可以看房吗？	您好	0
3367	可以看房吗？	这套租客住的	0
3368	可以看房吗？	今天	0
3369	什么时候能够看房呢？	这套房子看房方便	0
3370	什么时候能够看房呢？	你什么时候有空？	1
3371	什么时候能够看房呢？	好的	0
3372	这个房子对应的就是风湖里小学	是风湖里小学	1
3373	这个房子对应的就是风湖里小学	您打算是看看还是希望近期把房子定下来	0
3374	这个房子对应的就是风湖里小学	您好	0
3375	好久可以看哈房子	这套房子随时可以看	1
3376	好久可以看哈房子	可以的	0
3377	鼎胜的那套870万可以拿下来吗	870万不行哦	1
3378	鼎胜的那套870万可以拿下来吗	鼎胜现在基本都要在900万以上了	0
3379	鼎胜的那套870万可以拿下来吗	4月9号我卖了一套是944万 不过是里面那一排的	0
3380	看房都方便吗？	我们现在可以支持VR在线看房，你现在方便的话可以线上先看哦	1
3381	看房都方便吗？	好的	0
3382	看房都方便吗？	稍等，我发起看房，你点击进去哈	0
3383	帮忙多看几套吧	好的	0
3384	帮忙多看几套吧	您啥时候看	0
3385	帮忙多看几套吧	我来约	0
3386	有三中学区便宜的吗	您预算多少钱	0
3387	有三中学区便宜的吗	这几套房子有满意的吗	0
3388	采光怎么样	银杏园可以，楼间距宽	0
3389	采光怎么样	不挡光	1
3390	采光怎么样	您这边大概都有什么要求客户	0
3391	采光怎么样	您看房子，指定需要对比看看，我在帮您筛选一下，多找两套对比对比	0
3392	采光怎么样	我对春田挺熟悉的，您是考虑的春田学区，考虑的春田，还是想改善换个三室的房子看到春田了客户	0
3393	下午能看么	可以，几点	1
3394	下午能看么	好的	0
3395	下午能看么	好的	0
3396	全款的话没有个税了是吗？	全款没有个税的	1
3397	全款的话没有个税了是吗？	差额20%，差没了	0
3398	全款的话没有个税了是吗？	您考虑来看看吗？有时间，	0
3399	全款的话没有个税了是吗？	我给您讲一下周边情况，	0
3400	全款的话没有个税了是吗？	有抵押贷款111万	0
3401	利率多少	您现在有时间吗	0
3402	利率多少	直接过来看吧	0
3403	利率多少	首套首付3成，42万左右首付	0
3404	利率多少	均价16500啊	0
3405	利率多少	140多万	0
3406	税多少	双税	1
3407	税多少	7万	1
3408	税多少	嗯嗯	0
3409	税多少	您是考虑在智慧城这边买房吗	0
3410	税多少	我可以给您找找合适的房源	0
3411	学区	有不带电梯的 可以吗？	0
3412	学区	电梯房现在没有在卖的	0
3413	学区	爱建新家园有一套顶楼复式，156.9平挂牌690万，价格可以谈。这个小区对口彭浦一小，彭浦一小是二梯队。您看看这套感兴趣吗？	0
3414	哦加上税要20万了对吗	月供2457	0
3415	哦加上税要20万了对吗	是的	1
3416	哦加上税要20万了对吗	离坦洲路口很近	0
3417	哦加上税要20万了对吗	63万	0
3418	哦加上税要20万了对吗	看上在和业主谈	0
3419	看哪个能看的	可以。您在小区呢？	0
3420	看哪个能看的	两居的有钥匙	0
3421	看哪个能看的	30分钟后见行吗？	0
3422	在什么位置的	这套房子在4楼，您希望楼层高一点还是低一点	1
3423	在什么位置的	碧螺山庄一区的房子	0
3424	在什么位置的	一区的工程质量要好一些	0
3425	有大税吗	楼层。	0
3426	有大税吗	我加您微信了。	0
3427	有大税吗	好的。我找找。	0
3428	有大税吗	好的。我加您	0
3429	有大税吗	您哪天有时间看房	0
3430	这套啥时间满二	我刚刚打业主电话没有接通	0
3431	这套啥时间满二	等业主回复我会告诉您的	0
3432	这套啥时间满二	这个房子刚刚交房	1
3433	这套啥时间满二	是的	0
3434	这套啥时间满二	我在问	0
3435	想看看这套	可以	1
3436	想看看这套	好的	0
3437	想看看这套	可以了	0
3438	这个房子能看吗？	可以	1
3439	这个房子能看吗？	我们贝壳有这个VR看房的	1
3440	这个房子能看吗？	非常方便	0
3441	房子周末能看吗	可以	1
3442	房子周末能看吗	我先VR带您看一下房子，	1
3443	房子周末能看吗	您现在有时间吗？	0
3444	你告诉我大概底价	不见面房东都不说低价	1
3445	你告诉我大概底价	你的预期是多少钱？	0
3446	你告诉我大概底价	你看上了我在使劲谈，谈不到你想要的价格你也没有损失	0
3447	这个价格能谈多少	空间不大	1
3448	这个价格能谈多少	😁😁	0
3449	方便看么？	方便看的	1
3450	方便看么？	没人住，空的，他朋友随时过来开门	1
3451	方便看么？	您想明天几点看？	1
3452	哪里的	城投的开发商	0
3453	哪里的	双流体育馆那边	0
3454	哪里的	品质开发商	0
3455	还是两个都是毛坯？	简单装修	1
3456	还是两个都是毛坯？	27楼的是毛坯	1
3457	还是两个都是毛坯？	我发你	0
3458	还是两个都是毛坯？	3幢的	0
3459	还是两个都是毛坯？	能看到塘西河公园	0
3460	现在看房	这个房子今天还没带您看呢	0
3461	现在看房	刚降价	0
3462	现在看房	降了2.5万，价格很优质哦，带中央空调	0
3463	其他费用还有哪些？还有议价空间吗？	我们链家均为真实房源的	0
3464	其他费用还有哪些？还有议价空间吗？	老师你是重庆户口吗	0
3465	其他费用还有哪些？还有议价空间吗？	最低首付2成呢	0
3466	什么时候能够看房呢？	都可以	0
3467	什么时候能够看房呢？	你好	0
3468	什么时候能够看房呢？	你好	0
3469	能看么	能看	1
3470	能看么	有钥匙	1
3471	能看么	您好，有什么可以帮助您	0
3472	能看房吗？	这套房子是精装修，可以拎包入住的	0
3473	能看房吗？	请问您怎么称呼是先生还是女士	0
3474	能看房吗？	可以看	1
3475	想看一下房	上次给您看的还可以吗	0
3476	想看一下房	目前青白江又出了新楼盘	0
3477	想看一下房	花样年江山	0
3478	中午可以看看	好的	0
3479	中午可以看看	要不这样，留个电话，中午跟您联系	0
3480	中午可以看看	好的	0
3481	新城中学的学区都有哪些小区？	您好，这个小区对应的就是新城初中本部	1
3482	新城中学的学区都有哪些小区？	拉德，嘉业，兴元，仁恒，银城西堤，万达华府，中海，万科光明	1
3483	新城中学的学区都有哪些小区？	您是对周边不是很了解是吗	0
3484	首付多少	商贷30%  公积金贷款40%	1
3485	首付多少	你这边是商贷还是公积金	0
3486	首付多少	好的	0
3487	其他费用还有哪些？还有议价空间吗？	您好	0
3488	其他费用还有哪些？还有议价空间吗？	您好，您能简单说下您的购房需求，我可以更精准的为您匹配一下合适的房源信息，为您节省时间和精力。	0
3489	其他费用还有哪些？还有议价空间吗？	您好	0
3490	价格有没有的谈？	有的	0
3491	价格有没有的谈？	空间不大，业主房子保养特别好，望湖的	1
3492	价格有没有的谈？	房屋挂牌价格135万	0
3493	二套购买，首付要多少？	您好	0
3494	二套购买，首付要多少？	二套首付60%	1
3495	二套购买，首付要多少？	这房子不唯一，个税会高一些	0
3496	这个是几期？	这套房子在一期	1
3497	这个是几期？	楼王栋	0
3498	这个是几期？	74栋呢	0
3499	这个是几期？	最中间的哪一栋	0
3500	这个是几期？	有呢，一起最中间的一栋	0
3501	您好，请问这个房子周边有哪些学校？	不好意思刚才手机没电了	0
3502	您好，请问这个房子周边有哪些学校？	高新一中	1
3503	您好，请问这个房子周边有哪些学校？	高新园区中心小学	1
3504	您好，请问这个房子周边有哪些学校？	实在抱歉	0
3505	您好，请问这个房子周边有哪些学校？	您这边想要了解哪些问题，我为您解答	0
3506	这个学区是哪个学区	精装修的拎包入住	0
3507	这个学区是哪个学区	可以	0
3508	这个学区是哪个学区	可以谈	0
3509	这个也叫装修？	这个是3楼	0
3510	这个也叫装修？	3楼的价格都高	0
3511	这个也叫装修？	这个是精装	1
3512	加完实际要是买这套房的话要多少钱，家具家电送不送？	家具家电是酒店的	1
3513	加完实际要是买这套房的话要多少钱，家具家电送不送？	以现在这个价格，加上所有费用大概在85万左右	0
3514	加完实际要是买这套房的话要多少钱，家具家电送不送？	租给酒店了，租金是2800左右	0
3515	加完实际要是买这套房的话要多少钱，家具家电送不送？	业主配合解约	0
3516	加完实际要是买这套房的话要多少钱，家具家电送不送？	业主很诚信出售的	0
3517	光线怎么样	朝南采光挺好的	1
3518	光线怎么样	首套能贷300万。	0
3519	光线怎么样	有3%的土地出让金。	0
3520	光线怎么样	还有您自己的契税。	0
3521	光线怎么样	这个房子就是次卧室采光差一些	0
3522	大概什么户型	这个房子暂时没有照片	0
3523	大概什么户型	您明天有没有时间	0
3524	大概什么户型	您什么时候有时间呢	0
3525	大概什么户型	这样吧，您给我留个电话吧！我明天去房子里看一下然后给你照点照片发给你	0
3526	大概什么户型	好的	0
3527	那你帮我约一哈今天晚上我们去看看那个房子嘛	好的，我约一下	1
3528	那你帮我约一哈今天晚上我们去看看那个房子嘛	还在确定	0
3529	那你帮我约一哈今天晚上我们去看看那个房子嘛	回消息我给你说	0
3530	三期？	是的	1
3531	三期？	是2楼的位置	0
3532	三期？	2栋的	0
3533	三期？	老师您这边只考虑三期清水的三房吗？	0
3534	三期？	我给您推荐一个三期装修的一套	0
3535	哦，清水？	对	1
3536	哦，清水？	房子暂时没有证	0
3537	哦，清水？	有税	0
3538	哦，清水？	房主没办	0
3539	看中的价位谈不下来	是的	0
3540	看中的价位谈不下来	这么说吧，链家属于真房实价，成交价跟挂牌价不会相差很大😁	0
3541	看中的价位谈不下来	所以看中的房子要谈很多，难度很大😂	0
3542	有产权吗	有的靠近门口方便停车，有的远	0
3543	有产权吗	没有产权，都是私下交易	1
3544	有产权吗	也有在业主手里买的	0
3545	有产权吗	正常交易	0
3546	有产权吗	可以帮您问问车位	0
3547	可以看了不	等哈我发给你	0
3548	可以看了不	你先在网上浏览一下那些房子嘛	0
3549	可以看了不	觉得可以的也可以发给我	0
3550	这个是装修好的还是什么	这个是彩田中小学哦	0
3551	这个是装修好的还是什么	您是想要了解周边吗？	0
3552	这个是装修好的还是什么	天威这个房子不错的，性价比很高	0
3553	这个是装修好的还是什么	天威花园出门100来米就是10号线东瓜岭站了，出行很便利的	0
3554	户型怎样？	您加我微信	0
3555	户型怎样？	我发您	0
3556	户型怎样？	我加您	0
3557	户型怎样？	加了，没通过	0
3558	户型怎样？	通过了	0
3559	中午方便看看吗？大概1-2点	您好	0
3560	中午方便看看吗？大概1-2点	可以的	1
3561	中午方便看看吗？大概1-2点	您留个电话给我，方便联系	0
3562	最低价格	目前业主吐口价格是1300万可以卖的	1
3563	最低价格	咱们怎么付款购买呢？	0
3564	最低价格	咱们看过这套房子吗？可以带您实地看看这套房子的	0
3565	什么学位？	小学是广州市越秀区环市路小学。	1
3566	什么学位？	这个学校派位也很好的	0
3567	什么学位？	您好，这套房子已经卖了，请问您是要买环市中路的房子吗？	0
3568	您好，请问这个房子周边有哪些学校？	是想买彩虹城版块的房子吗	0
3569	您好，请问这个房子周边有哪些学校？	城市之光没有学区	0
3570	您好，请问这个房子周边有哪些学校？	主要是买来孩子读书吗	0
3571	您好，请问这个房子周边有哪些学校？	闻淘的价格是有一点点高，请问下你们预算大概在多少	0
3572	您好，请问这个房子周边有哪些学校？	可以给微信号码吗，在带客户看房，晚点发房源给你看下	0
3573	这套房子有没有收益金	在的	0
3574	这套房子有没有收益金	摄山星城低于100万的全都有收益金	1
3575	这套房子有没有收益金	大概在35万左右	1
3576	您好，我想咨询郡望花园南区小区	想看两室还是三室	1
3577	您好，我想咨询郡望花园南区小区	你是多大面积的，几楼？	0
3578	您好，我想咨询郡望花园南区小区	郡望目前报价从12000-15000不等，实际成交均价14000左右	0
3579	您好，我想咨询郡望花园南区小区	方便的话明天可以去你房子那看一下最终根据房子位置户型以及装修可以给你一个合适的报价，这样也有利于你房子成交	0
3580	想看一下房源	找那里	0
3581	想看一下房源	我回头算首付给你看	0
3582	想看一下房源	好	0
3583	里面有税费问题吗？	160左右	0
3584	里面有税费问题吗？	位置很好	0
3585	里面有税费问题吗？	周边还有点涨幅	0
3586	里面有税费问题吗？	中航凯特，红桂皇冠，鸿翔花园	0
3587	里面有税费问题吗？	鸿翔花园是大花园社区，70年产权，民水民电	0
3588	有产权证吗	房子是回迁协议，只能全款公证的	1
3589	有产权证吗	是的，房本没办呢	0
3590	有产权证吗	可以的啊	0
3591	有产权证吗	房主没办	1
3592	有产权证吗	只卖全款，然后过户，办进户，等着开发商通知办理就好了	0
3593	房费和税费是多少？	房信的企业产	0
3594	房费和税费是多少？	过户费两个点 房费没有问过房主 但不会超过70块	1
3595	房费和税费是多少？	这是每个人都在关心 但是现在不能给您答案的一个问题	0
3596	房费和税费是多少？	我不能不负责任的告诉您以后怎么样 只能告诉您现在不能买	0
3597	中学是什么档次啊	中学实力较强	1
3598	中学是什么档次啊	八一，中关村中学，海淀前十左右，一零一海淀前六	1
3599	中学是什么档次啊	房子一栋楼单独管理	0
3600	房子方便看吗	得联系业主	1
3601	房子方便看吗	现在这疫情原因，小区不好进	0
3602	房子方便看吗	好的，没问题	0
3603	我得先看一下华盛的房子	好的王姐，明天天好的话我带您看看华盛的吧	1
3604	我得先看一下华盛的房子	业主目前想840卖	0
3605	我得先看一下华盛的房子	付款快的话应该还能谈点	0
3606	这个房子买几年了？	今年买的	1
3607	这个房子买几年了？	房东说是和老婆离婚了，买来过渡现在想置换新房	0
3608	这个房子买几年了？	房子有双税的	0
3609	这个房子买几年了？	是的	0
3610	这个房子买几年了？	他现在也想卖了腾个放票	0
3611	满几年。没有？	两年	1
3612	满几年。没有？	方便加您微信给您介绍一下么	0
3613	满几年。没有？	您贵姓	0
3614	满几年。没有？	好的	0
3615	满几年。没有？	有的，刚开学	0
3616	这套房子可以看吗	这套房子是12楼的	0
3617	这套房子可以看吗	您想什么时候看	1
3618	这套房子可以看吗	我约下	1
3619	您好，请问这个房子周边有哪些学校？	南湾学校	1
3620	您好，请问这个房子周边有哪些学校？	九年级的学区房	0
3621	您好，请问这个房子周边有哪些学校？	我推荐其它房源给您	0
3622	您好，请问这个房子周边有哪些学校？	感谢您的咨询，我是贝壳糯家地产NAME，感谢信任并选择糯家。关于房产有任何疑问可随时联系我，PHONE 随时竭诚为您服务！祝您和家人身体健康，生活愉快！	0
3623	今天下午看房 可以吗	在	0
3624	今天下午看房 可以吗	看党校这套吗	0
3625	这个小区周围有啥小学啊	小区里面就有一个	0
3626	这个小区周围有啥小学啊	北师范附属幼儿园，原先的皮卡丘幼儿园	0
3627	这个小区周围有啥小学啊	天山小学	1
3628	这房子税多少，是上家付吗？	增值税46万	1
3629	这房子税多少，是上家付吗？	是下家付的	1
3630	这房子税多少，是上家付吗？	您是买首套还是二套呢	0
3631	这房子税多少，是上家付吗？	二套契税42万	1
3632	这房子税多少，是上家付吗？	没有个税，综合税费88万左右	1
3633	您好，请问这个房子周边有哪些学校？	实验中学，中华路幼儿园，小学	1
3634	您好，请问这个房子周边有哪些学校？	不在 	0
3635	您好，请问这个房子周边有哪些学校？	恬梦圆，中华小区，荣华小区 是中华路的学区房	0
3636	想看一下房	嗯嗯对的马上五一了	0
3637	想看一下房	你好	0
3638	想看一下房	好的这个房子套三的装修保养比较好	0
3639	电器也是？	都留下	1
3640	电器也是？	您明天想几点	0
3641	电器也是？	在吗	0
3642	电器也是？	老板想几点过来看呢	0
3643	电器也是？	您加我微信	0
3644	我先去看看这几个小区，着重看几套房子。	给您推的这几个小区，您比较中意哪几个小区，我给您把性价比高的房子🏠安排出来	0
3645	我先去看看这几个小区，着重看几套房子。	好的	0
3646	我先去看看这几个小区，着重看几套房子。	听您这描述个人感觉碧春园挺符合	0
3647	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	5栋是楼王	1
3648	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	小区大多数都是95平的	0
3649	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	您周几有时间我可以把户型都带您看一下，95中间户和边户都有，边户是南北通透的，中间户是半通透	0
3650	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	我给您发个Vr	0
3651	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	您可以看一下	0
3652	什么时候方便看房	提前预约下都方便呢	1
3653	什么时候方便看房	你好	0
3654	什么时候方便看房	你好😊这个房子性价比不错，明天业主正好在这边，看房比较方便，建议你明天有时间方便过来看一下这个房子，我再帮您约两套类似房源，您也好做一下对比😄	0
3655	这套房源价格还有优惠空间吗？	您好	0
3656	这套房源价格还有优惠空间吗？	周哥。 这个房子套二改套三	0
3657	这套房源价格还有优惠空间吗？	朝北的	0
3658	明天有雨，看看哪天吧，我联系你	要不您试试	0
3659	明天有雨，看看哪天吧，我联系你	不是的	0
3660	明天有雨，看看哪天吧，我联系你	是VR	0
3661	您好，请问这个户型有啥优缺点	优点的话，3房2卫很实用，缺点就是北面房间暗了点	1
3662	您好，请问这个户型有啥优缺点	您看的这套没带车位的，有套240万带车位的在售	0
3663	您好，请问这个户型有啥优缺点	好哦，您也可以先了解下	0
3664	把山吗	我得看看地址	0
3665	把山吗	单元还没看	0
3666	把山吗	3楼的	0
3667	法拍那个是什么户型	豆瓣胡同目前没有法拍的在售啊	0
3668	法拍那个是什么户型	我看了眼豆瓣没有啊	0
3669	法拍那个是什么户型	哦哦，您看的是法拍网上的吧	0
3670	法拍那个是什么户型	您看的小区是什么小区呀？我给您看看这个房子的户型是啥样的	0
3671	法拍那个是什么户型	我们系统里我没找到，稍等我看一下法拍表里找一下哈	0
3672	有税吗	有呢	1
3673	有税吗	业主包增值税	1
3674	有税吗	你贵姓，怎么称呼您？	0
3675	看房方便吗？	有租户，不方便看	1
3676	看房方便吗？	您预算多少呢？	0
3677	看房方便吗？	其他学校考虑吗	0
3678	刚才那个房子的税费就是买方出呗？	是的	1
3679	刚才那个房子的税费就是买方出呗？	要不带你实地看一下那套房子，我们这边有钥匙都方便的	0
3680	刚才那个房子的税费就是买方出呗？	软装配好可以领包入住还是比较好的	0
3681	刚才那个房子的税费就是买方出呗？	东郡国际和碧桂园的都没有增值税，您考虑吗？	0
3682	刚才那个房子的税费就是买方出呗？	这套碧桂园89方的三房，满五唯一，总价225万带装修	0
3683	您好，请问这个户型有啥优缺点	房子单价低，面积大	1
3684	您好，请问这个户型有啥优缺点	地下室有170多个平方	1
3685	您好，请问这个户型有啥优缺点	您可以按照自己家里的实际情况装修健身房也可以。办公也可以。	0
3686	您好，请问这个户型有啥优缺点	那怎么说有空看看吗？	0
3687	您好，请问这个户型有啥优缺点	链家所有房源均为真实在售房源。本房业主诚意出售，看房方便，你现在方便抽出几分钟时间吗？我带您线上VR看一遍，给您详细介绍下房源情况。	0
3688	这套房，产证有几年了	一首业主	0
3689	这套房，产证有几年了	小区04-06年交房的	1
3690	这套房，产证有几年了	是的	0
3691	这套房，产证有几年了	您考虑学区房	0
3692	这套房，产证有几年了	目前实验学区   就是奥林清华 三个区	0
3693	您好，请问这个户型有啥优缺点	1号楼 是柳岸景园楼栋里面户型比较好的  优质户型	1
3694	您好，请问这个户型有啥优缺点	缺点 就是屋子07年装修的 简装 设施比较旧 小区绿化率也不高 	1
3695	您好，请问这个户型有啥优缺点	右边800米左右有卜蜂莲花 京客隆 电影院 对面是三大公园 吃完饭步行10-15分钟即可到达  剧市政府2.8公里左右 友谊医院过了红绿灯左转 开车15分钟就能到达 安贞 潞河医院6公里以内  步行到北运河西6号线大约15分钟左右	1
3696	您好，请问这个户型有啥优缺点	商超 生活 娱乐都很便利	1
3697	您好，请问这个户型有啥优缺点	这个是三层的板楼  爬楼梯也顺便锻炼了身体  业主也比较诚心出售  您可以出价 我们帮您谈一谈价格	0
3698	我一直在看房子	嗯嗯	0
3699	我一直在看房子	方便留个联系方式么？都问这么久了，去年12月份就问到现在了	0
3700	我一直在看房子	这个一楼的合适么？	0
3701	靠马路吗？这么便宜？？感觉比其他的都便宜	中间楼层	0
3702	靠马路吗？这么便宜？？感觉比其他的都便宜	沿马路	1
3703	靠马路吗？这么便宜？？感觉比其他的都便宜	但不靠	1
3704	有300能下来的嘛？	没有了	0
3705	有300能下来的嘛？	之前咱们看的那会还行	0
3706	有300能下来的嘛？	现在没有了	0
3707	什么时候能够看房呢？	下午就可以	1
3708	什么时候能够看房呢？	我现在给你发套其他房子你点进去	0
3709	什么时候能够看房呢？	你还	0
3710	什么时候能够看房呢？	这套房随时可以看	1
3711	什么时候能够看房呢？	您大概什么时候有时间呢	0
3712	这周六周日看房方便吗	方便的，你周六过来还是周日过来呢	1
3713	这周六周日看房方便吗	好的，到了跟我说下	0
3714	这周六周日看房方便吗	好的	0
3715	菁蓉不是小学吗	您看方便留个您的联系方式嘛，一会我给您电话或者微信沟通，我现在在开车，确实抱歉	0
3716	菁蓉不是小学吗	是的	1
3717	菁蓉不是小学吗	新城学校有初中部的	0
3718	顶楼是什么户型？	这个2号楼的	0
3719	顶楼是什么户型？	5号楼斜对面	0
3720	顶楼是什么户型？	户型顶楼的少了个阳台 面积小3平方	1
3721	顶楼是什么户型？	顶楼的户型阳台不算面积 非顶楼的阳台算一半面积	1
3722	顶楼是什么户型？	128和131的户型大小一模一样 	0
3723	这价格还能谈么？	您这边看过房子没有勒	0
3724	这价格还能谈么？	您看您什么时候有时间，我可以帮您预约	0
3725	这价格还能谈么？	到时候过去看看	0
3726	其他费用还有哪些？还有议价空间吗？	小弟有什么做的不到位，还请大哥明示	0
3727	其他费用还有哪些？还有议价空间吗？	我也听不懂您在问什么。	0
3728	其他费用还有哪些？还有议价空间吗？	我们电话联系，谢谢，欢迎来泡茶	0
3729	大概还有多久满二呀	有什么可以帮到您的吗?	0
3730	大概还有多久满二呀	9-10-11，靠智慧大厦	0
3731	大概还有多久满二呀	12-13-14靠区政府	0
